Nom;Catégorie; Energie;Sodium; Magnésium;Phosphore; Potassium; Calcium; Manganèse; Fer; Cuivre; Zinc; Iode; Protéines; Glucides; Amidon;Fibres; Eau; Lipides
Asperge, appertisée, égouttée;Légume;96,7;340;10;67;170;21;0,14;0,555;0,11;0,505;0;3,4;0,95;0;0,533;93,6;0,5
Asperge, cuite;Légume;125;292;6,31;51,5;198;19,9;0,0992;0,735;0,0762;0,369;0;2,68;3,18;0;1,7;91,5;0,32
Aubergine, cuite;Légume;148;158;15;15;123;20,1;0,116;0,25;0,0582;0,0975;1;0,83;6,26;0;2,5;89,7;0,2
Avocat, frais, pulpe;Légume;685;38,8;27,1;41,9;412;10,8;0,36;0,51;0,53;0,467;1,45;1,8;1,02;2,1;5,18;74;16
Bette, cuite;Légume;86,2;208;22,9;33;549;66,9;0,333;2,26;0,113;0,323;0,4;1,88;2,03;0;2,1;92,6;0,08
Betterave rouge, cuite;Légume;183;54,1;16,3;31,1;266;18,4;0,46;0,668;0,059;0,312;0,325;2,3;7,17;0,494;2,3;87,2;0,1
Brocoli, cuit;Légume;120;53;11,5;56;148;55,8;0,284;0;0,198;0,4;2;2,1;2,82;0,5;2,23;91,9;0,51
Cardon, cru;Légume;89,4;17,4;21,3;19,2;396;58,5;0,03;0,2;0,07;0,38;0,09;0,6;3,69;0,2;1,6;92,9;0,1
Carotte, appertisée, égouttée;Légume;110;282;4,88;18,9;106;21,6;0,105;0,685;0,035;0,277;2;0,58;4,21;0,47;1,7;92,1;0,33
Carotte, crue;Légume;153;49;11,9;20,4;243;26,2;0,131;0,281;0,0382;0,211;1,32;0,803;6,6;0,8;2,17;89,4;0,26
Carotte, cuite;Légume;117;93,8;10,7;18;96,4;46;0,654;0,1;0,369;0,93;2;0,76;4,94;0,5;2;91,4;0,1
Céleri branche, appertisé;Légume;49,5;360;8;0;281;29,2;0,11;0;0,04;0,14;0,2;0,83;1,28;0;1,3;95;0,0867
Céleri branche, cru;Légume;65,8;109;9,23;27,2;269;53,3;0,1;0,29;0,02;0,115;0,567;1,2;1,16;0,0549;2,28;94,2;0,2
Céleri branche, cuit;Légume;55,3;83,1;9;25;284;53,3;0,106;0,42;0,0516;0,0802;0,3;0,83;1,62;0;1,3;95,3;0,0867
Céleri0rave, cru;Légume;154;269;13,1;65,3;348;38,8;0,134;0,419;0,116;0,29;2,83;1,2;5,68;0,5;3,2;88,1;0,3
Céleri0rave, cuit;Légume;146;58,2;15,1;58;306;52,4;0,185;0,32;0,075;0,22;1;0,96;4,56;0,5;2,6;90,2;0,86
Champignon de Paris ou Champignon de couche, cru;Légume;105;16,9;8,61;56,4;326;28,5;0,095;1,66;0,54;0,415;2,02;1,8;2,73;0,2;1,33;92,9;0,43
Champignon de Paris ou Champignon de couche, sauté;Légume;243;107;12,7;79;341;16,9;0,1;0,65;0,2;0,7;5;2,4;0,33;0,5;4,8;87;4,27
Champignon de Paris, appertisé;Légume;90,5;310;6,48;47;88,6;24,6;0,027;0,9;0,17;0,435;1;2,4;0,977;0,2;2,31;93,1;0,394
Champignon, tout type, appertisé, égoutté;Légume;82,7;281;6,08;55,1;96,7;16,3;0,0548;0,948;0,209;0,561;2;2,37;0,456;0;2,28;93;0,397
Champignon, tout type, cru;Légume;126;11,2;10,9;86;318;22,8;0,0665;0,5;0,373;0,612;2,75;3,09;0,21;0;1,75;92,6;1,5
Chicorée frisée, crue;Légume;54;12,5;19,3;29,3;280;64,3;0,3;1,05;0,01;0,2;0,4;1,2;0,95;0;1,1;95,2;0,233
Chou blanc, cru;Légume;123;13;11,9;29,6;237;50;0,24;0,353;0,019;0,145;0,7;1,25;4,75;0;1,7;91,5;0,2
Chou de Bruxelles, appertisé, égoutté;Légume;161;272;12,2;53;252;26,3;0,1;0,7;0,03;0,2;1;2,6;3,23;0;3,1;88,9;1
Chou de Bruxelles, cuit;Légume;174;9,7;16,9;65;324;36,2;0,2;0,1;0,03;0,3;1;2,55;6,69;1,5;3,2;87,7;0,11
Chou rouge, cru;Légume;138;23;15;29,4;278;49,8;0,2;0,75;0,01;0,1;2;1,61;4,99;0;2,3;90,2;0,2
Chou rouge, cuit à l'eau;Légume;94;71,5;11,4;34;130;53,7;0,163;0,3;0,0322;0,136;2;0,8;2,93;0;2,43;92,6;0,3
Chou vert, cuit;Légume;84,5;114;12,5;18,7;92,6;58,5;0,171;0,14;0,0685;0,176;2;1,36;3;0,5;2,4;94,7;0,45
Chou0fleur, cru;Légume;118;8,92;12,3;47,6;268;23,8;0,179;0,548;0,0377;0,333;0,49;2,46;2,34;0,134;2,77;91,1;0,31
Chou0fleur, cuit;Légume;106;59;12,5;34;229;19,6;0,2;0,405;0,0486;0,4;0;1,84;2,79;0,5;2;92,7;0,295
Coeur de palmier, appertisé, égoutté;Légume;139;740;12,3;71,4;126;46,1;0,86;0,36;0,16;0,52;0,5;2,73;3,4;0;1,55;89,7;0,61
Concombre, cru, pulpe;Légume;42,9;4,25;12;21;154;14;0,09;0,17;0,03;0,13;4;0,59;1,19;0,5;0,7;97;0,19
Courgette, pulpe et peau, crue;Légume;84,3;2,84;26;35,5;244;18,4;0,132;0,77;0,051;0,26;1,31;1,34;2,49;0,05;1,13;94,1;0,273
Courgette, pulpe et peau, cuite;Légume;80,7;85;21,8;65;368;20,3;0,151;0,496;0,151;0,354;1;1,14;2,34;0,5;1,35;94,1;0,29
Cresson de fontaine, cru;Légume;89;39,7;19,8;42,9;240;130;0,6;2,15;0,01;0,54;13,8;1,6;2,09;0;1,89;93,1;0,3
Échalote, crue;Légume;323;11;16,5;42,5;242;31;0,292;0,95;0,088;0,4;2;1,9;15,9;0;1,8;79,4;0,15
Endive, crue;Légume;73,2;2,49;11,8;23,3;184;23,2;0,3;0,158;0,0519;0,18;0,1;1,03;2,37;0,5;1;95;0,2
Endive, cuite;Légume;75,2;120;12;25;110;42,2;0,163;0,4;0,0964;0,209;0,1;0,6;2,7;0;1;94,8;0,3
Épinard, cru;Légume;144;70;69,2;52,4;515;98,2;0,43;3,42;0,104;0,664;1,6;2,7;3,2;2,6;3,55;91,5;0,425
Épinard, cuit;Légume;112;90,7;53;40;390;141;0,717;5,7;0,13;0,873;2;2,97;1,87;0,5;3,07;90,7;0,14
Fenouil, cru;Légume;89,1;11;8;26;440;24;0,191;0,3;0,02;0,5;0,5;0,9;3,01;0,1;1,9;93;0,2
Fenouil, cuit à l'eau;Légume;64,8;125;10,8;17,3;270;43,7;0,101;0,2;0,129;0,164;10;1,13;1,63;0,3;2;94,4;0,1
Haricot beurre, appertisé, égoutté;Légume;98,7;273;15,2;14,8;169;42,9;0,1;0,74;0,03;0,14;0,15;1,48;2,8;1,47;2,65;92,1;0,127
"Haricot mungo germé ou Pousse de ""soja"", appertisé, égoutté";Légume;119;226;8,63;22,6;40;41,2;0,0647;0,448;0,087;0,304;3,49;1,6;3,5;0,4;2,7;91,7;0,22
"Haricot mungo germé ou Pousse de ""soja"", frais";Légume;188;24,7;38;110;250;44,2;0,359;1,34;0,252;0,798;2;3,81;5,16;0;1,2;88,9;0,52
Haricot vert, appertisé, égoutté;Légume;100;281;16,7;21,8;115;48,1;0,173;2,15;0,07;0,238;0,532;1,35;2,75;1,5;3,1;91,6;0,1
Haricot vert, cuit;Légume;140;144;22,4;36;175;56,3;0,287;0,569;0,0785;0,308;5;1,35;5,08;2,82;3,07;89,7;0,155
Haricot vert, surgelé, cuit;Légume;134;8;17;33;160;56;0,2;0,6;0,05;0,2;0,4;1,7;4,43;3,29;3,3;90;0,1
Laitue romaine, crue;Légume;75,6;1;6;29;220;21;0,3;0,6;0;0,2;2;1;1,28;0;1,83;94,7;0,6
Laitue, crue;Légume;57,5;13,2;12,5;21,4;175;44,7;0,26;0,357;0,0368;0,188;0,86;1,34;1,39;0;0,5;95,8;0,2
Laitue, cuite;Légume;50,1;0;0;0;0;0;0,25;0;0,04;0,15;0,2;1,2;0;0;3,07;95;0,14
Légume cuit (aliment moyen);Légume;155;150;20,2;38,4;198;44,9;0,2;1,28;0,0855;0,328;1,09;2,07;5,02;1,65;2,91;88,9;0,293
Légume en purée, sans pomme de terre, sans sel (aliment moyen);Légume;124;84,7;11,8;28,3;150;47,7;0,291;0,119;0,156;0,402;1,74;0,811;4,84;0,25;2,15;91,1;0,295
Légumes, mélange surgelé;Légume;529;53;24;59;212;25,5;0,244;0,95;0,093;0,45;5;3,33;13,5;3;4,7;71,3;5,55
Macédoine de légumes, appertisée, égouttée;Légume;200;358;11,1;33;210;35,5;0,131;1;0,0712;0,287;0,2;1,9;6,71;0;3;86,7;0,8
Mâche, crue;Légume;87,2;7,12;29,1;37,5;382;90,7;0,364;1,9;0,4;0,245;30;2,02;1,25;0,5;2,12;93,2;0,395
Maïs doux, appertisé, égoutté;Légume;436;235;24,8;43,2;212;5,47;0,11;0,385;0,0359;0,424;0,712;2,95;17,8;14,3;3,92;72,9;1,39
Maïs doux, en épis, cuit;Légume;421;1;26;77;218;3;0,2;0,45;0,04;0,4;1;3,41;16,4;7,17;3,56;74,5;1,5
Navet, cuit;Légume;89,8;11,3;8,68;26;235;37,7;0,108;0,123;0,0421;0,103;0,5;0,71;3,1;0,5;2,2;93,2;0,2
Navet, pelé, cru;Légume;87,9;33,8;9,72;26,4;193;38,7;0,0467;0,258;0,0233;0,107;5,33;0,945;2,39;0,196;2,7;93;0,26
Oignon, cru;Légume;182;39;9,16;29,7;179;31;0,115;0,143;0,13;0,18;2,6;1,25;7,37;0,5;1,42;88,7;0,585
Oignon, cuit;Légume;127;6,4;12,8;44;218;28,9;0,119;0,21;0,162;0,187;1;1,04;5,36;0,5;1,4;91,5;0,2
Oseille, crue;Légume;88,2;4;103;63;390;44;0,349;2,4;0,131;0,2;0,4;2;0,3;0,1;2,9;93;0,7
Oseille, cuite à l'eau;Légume;92;3;89;52;321;38;0,2;2,08;0,1;0,2;0,2;1,83;2,93;0,1;0,7;93,6;0,14
Petit pois, appertisé, égoutté;Légume;368;259;20,2;49;103;23,9;0,23;1,48;0,105;0,671;2,03;5,36;12,7;6,51;5,75;74,7;0,4
Petit pois, cuit;Légume;297;167;31,6;96;133;33,5;0,4;1,19;0,181;0,827;2;5,18;8,27;2,8;6;79,2;0,555
Petits pois et carottes, appertisés, égouttés;Légume;225;244;18;53,5;127;29;0,357;1,18;0,103;0,58;2;2,78;8,92;3,5;2;85,1;0,285
Pissenlit, cru;Légume;219;44,3;13,2;66;397;62,2;0,163;3,1;0,0667;0,212;0,4;2,85;6,9;0;2,7;85,3;0,85
Poireau, cru;Légume;122;11,2;8,02;32,9;281;27,4;0,123;0,752;0,045;0,218;0,273;2,08;3,35;0;2,46;90,9;0,28
Poireau, cuit;Légume;103;3;8,44;20;148;25,3;0,2;0,759;0,211;0,2;0,2;0,81;3,28;0,5;3,2;92,1;0,2
Poivron rouge, cru;Légume;144;6,76;10,9;26,7;187;8,72;0,15;0,395;0,045;0,14;1;1;5,73;0;1,9;90,4;0,4
Poivron rouge, cuit;Légume;141;686;14;26;180;9;0,1;0,63;0,01;0,2;1;1,1;5,74;0;1,2;89,5;0,4
Poivron vert, cru;Légume;89,2;0,7;9,59;16,6;159;11;0,0938;0,315;0,0533;0,117;0,7;0,8;3,08;0;1,52;93,9;0,3
Poivron vert, cuit;Légume;120;70;10;23;140;9;0,1;0,4;0,03;0,2;1;1;4,39;0;1,2;92,6;0,5
Poivron, vert, jaune ou rouge, cru;Légume;112;2;10;23,5;194;13;0,12;0,58;0,07;0,16;1;0,9;4,2;0;1,8;92;0,3
Poivron, vert, jaune ou rouge, cuit;Légume;122;2;10;18;166;9;0,12;0,46;0,07;0,12;1;0,92;4,8;0,1;1,2;91,9;0,4
Potiron, appertisé, égoutté;Légume;288;123;15;26;206;23;0,099;0,87;0,073;0,14;0,7;0,75;14,9;0;1,9;81,8;0,19
Potiron, cuit;Légume;57,2;9,3;5,9;15,8;223;25,9;0,0495;0;0,0805;0,185;0,7;0,6;1,9;0,5;1,6;95,3;0,1
Pourpier, cru, feuilles;Légume;66,9;45;77,5;42;442;90;0,303;1,7;0,113;0,17;0,4;1,75;0,755;0,1;2,12;93,9;0,2
Radis noir, cru;Légume;74,8;8,6;11;29;312;53,8;0,1;0,15;0,1;0,14;10;2,8;0,6;0,5;1,9;93,6;0,1
Radis rouge, cru;Légume;55;22,1;11,2;17,3;287;30,6;0,0502;0,603;0,0179;0,134;1;0,76;1,77;0;1,1;95,4;0,1
Salade verte, sans assaisonnement;Légume;65,3;13,6;20;23,5;320;48,7;0,246;0,852;0,163;0,186;1,19;0,7;2,31;0,5;1,3;95,1;0,1
Salsifis, appertisé, égoutté;Légume;119;385;8,9;0;173;21;0;0;0;0;0,2;1,5;3,66;2,35;2,5;91,4;0,3
Salsifis, cuit;Légume;196;16;18;56;283;47;0,21;0,55;0,01;0,3;0,2;2,73;7,5;3,3;2,1;86,8;0,135
Scarole, crue;Légume;74;16;14;34;350;65,5;0,42;0,83;0,099;0,79;0,4;1,4;0,95;0,2;3,1;92,9;0,25
Tomate cerise crue;Légume;124;13;11;30;290;11;0,1;0,4;0,06;0,2;2;0,8;5;0,03;1,3;92;0,8
Tomate entière, pelée, appertisée, égouttée;Légume;68,3;203;9,66;19;240;14,8;0,0819;0,97;0,0635;0,109;3;0,92;1,93;0;1,27;94,6;0,2
Tomate fraîche;Légume;68,8;3,29;10,1;19,3;251;8,24;0,0711;0,151;0,0326;0,221;2;0,8;1,72;0;1,41;94,5;0,26
Tomate, concentré;Légume;386;108;63,3;103;1330;45,6;0,1;1,2;0,1;0,1;20,9;3,27;16,3;0,0733;4,25;72;0,53
Tomate, pulpe, appertisée;Légume;131;88,1;20;32;293;34;0,183;1,3;0,183;0,27;2,2;1,64;4,74;0;1,9;89,4;0,1
Tomate, purée;Légume;133;350;24,3;38,6;799;32,6;0,164;1,13;0,218;0,28;2,2;1,65;3,12;0;1,9;89,5;0,3
Topinambour, cuit;Légume;300;35,9;14,1;64;452;32,9;0,1;0,2;0,12;0,22;0,1;2;12,8;0,5;2,85;80,2;0,7
Fève, cuite;Légume;254;20;19;100;190;18;0,2;0,8;0,13;0,7;4;5,1;6,05;0;4,4;82,8;0,8
Haricot blanc, appertisé, égoutté;Légume;397;405;25,7;91;270;68,3;0,515;2,99;0,232;1,12;3;7,26;11,8;0;6,82;72,4;0,495
Haricot blanc, cuit;Légume;437;77,5;60,6;100;310;55,2;0,571;1,7;0,218;0,956;3;8,42;13,6;12,9;6,3;69,6;0,325
Haricot flageolet, appertisé, égouttés;Légume;354;347;30;62,8;268;45,4;0,4;1,56;0,191;0,72;2,86;4,07;11,7;10,9;7,12;74,9;0,79
Haricot rouge, cuit;Légume;469;161;29,6;135;400;46,3;0,414;2,32;0,239;0,814;13;8,58;14,4;0;7,34;68;0,525
Légume sec, cuit (aliment moyen);Légume;426;223;30,7;106;219;31,2;0,371;1,6;0,189;0,773;2,96;6,82;14,4;13,4;4,95;71,9;0,697
Lentille, cuisinée, appertisée, égouttée;Légume;371;397;14,6;82,7;106;29;0,4;1,67;0,12;0,55;3;6,4;11;10,1;4,37;75,9;1,09
Lentille, cuite;Légume;474;123;35,5;130;229;25,8;0,435;1,59;0,248;1,01;3;8,1;16,6;15,3;4,2;69,6;0,55
Pois cassé, cuit;Légume;508;135;20,9;134;308;24,7;0,351;1,96;0,147;0,898;2;8,5;14;13;10,6;65;1,09
Pois chiche, cuit;Légume;588;154;27,5;0;0;41,2;0,678;0;0,234;1,02;2;8,86;21,1;0;4,8;63,9;1,09
Tofu;Légume;521;139;134;158;170;80,2;0,888;2,9;0,232;1,66;2;11,5;1,64;0;0,5;77,7;7,43
Margarine à 80% MG, au tournesol, en barquette;Graisse;3020;170;0,583;20;22,7;3,05;0,00234;0,157;0,00961;0,055;2;0,05;0,2;0;0;17,5;81,6
Margarine à 80% MG, en pain;Graisse;3130;174;4,19;16;47;11,1;0,00425;0,03;0,00625;0,0403;1,75;0,0667;0,167;0;0;16,3;84,4
Matière grasse à 35% MG, légère, enrichie en stérols/stanols;Graisse;1490;147;2;6,6;49;3,8;0;0;0;0;0;0,1;4;0;0;52,3;38,5
Matière grasse à 38041% MG, légère, à tartiner;Graisse;1490;79,6;2,5;16;76,8;20,8;0;0;0;0;1,5;1,9;0,6;0;0;56,9;39
Matière grasse à 38041% MG, légère, à tartiner, demi0sel;Graisse;1510;752;6,1;46;117;54,3;0;0;0;0;0;1,5;4,1;0;0;55,3;38,3
Matière grasse à 38041% MG, légère, avec ALA et DHA;Graisse;1480;89,5;2;8,9;34,2;7,9;0;0;0;0;0;0,1;2,4;0;0;58,2;38,8
Matière grasse à 55060% MG, allégée, enrichie en stérols/stanols;Graisse;2290;195;2;5,3;40,3;2,3;0;0;0;0;0;0;0;0;0;31,3;62
Matière grasse à 55060% MG, allégée, riche en oméga 3 et 6;Graisse;2120;114;2;6,57;13,1;4,3;0;0;0;0;0;0,1;0,3;0;0;41,7;57,2
Matière grasse à 60%MG, allégée;Graisse;2220;159;2;6,3;15,8;5,1;0;0;0;0;0;0,1;0,3;0;0;40,9;59,9
Matière grasse à 70% MG, en pain;Graisse;2610;276;2;6,6;13,5;6,9;0;0;0;0;0;0,1;0;0;0;27,8;70,4
Matière grasse composée à 60% MG, allégée;Graisse;2210;203;2;14;22,5;13,4;0;0;0;0;0;0,4;0,25;0,5;0;36,1;59,3
Matière grasse composée à 60% MG, allégée, demi0sel;Graisse;2230;651;2;18;35;13,9;0;0;0;0;0;0,4;0,35;0,5;0;36,9;59,9
Pain au lait, préemballé;Céréale;1510;467;19,2;101;142;416;0;0;0;0;0;8,7;55,8;26,8;0,81;22,3;10,9
Pain complet ou intégral (à la farine T150);Céréale;1140;603;108;254;291;150;5,74;6,83;0,168;3,93;31;9,04;50,6;40,2;5,6;30,9;1,75
Pain courant français, 400g ou boule;Céréale;1090;525;27,9;70,1;98,7;39,2;0,595;1,6;0,157;1,08;6,65;7,54;52,3;39,6;3,43;34;0,95
Pain de mie, complet;Céréale;1090;516;167;160;226;87;6,75;8,8;0;5,05;0;8,35;42,1;31,4;7,23;35,7;4,32
Pain de mie, courant;Céréale;1190;498;49,3;87;153;231;5;0;0,134;5;31;8,2;49,2;39,5;2,96;32,9;4,7
Pain de mie, multicéréale;Céréale;1210;446;156;164;198;66,7;4,76;9,95;2,6;5,25;6;8,8;43,3;35,7;4,96;33,5;7,19
Pain de seigle, aux raisins;Céréale;1100;335;30,9;51,7;201;31;0;2,23;0,205;1,18;9,25;7,8;43,5;0;3,9;38;4,85
Pain de seigle, et froment;Céréale;1130;393;110;134;167;92,5;1;5,08;0,203;0;9,25;8,15;49,8;39,4;5,93;31,8;2,16
Pain grillé, domestique;Céréale;1440;848;29;122;238;78,2;0,622;1,18;0,11;0,625;5;9,56;69,8;63,3;4,2;13,2;1,16
Pain, baguette ou boule, aux céréales et graines, artisanal;Céréale;1270;610;181;142;228;135;2,84;6,68;0,212;3,61;0;9,34;50,9;40,8;5,57;27;5,03
Pain, baguette ou boule, de campagne;Céréale;1160;669;45,5;88,3;160;61,9;2,06;3,62;0,12;1,85;40;8,89;53,8;47,9;3,36;30,7;1,35
Pain, baguette, courante;Céréale;1210;681;19,7;110;158;52,4;0,514;1,5;0,136;0,735;5,93;9,33;56,6;51,8;3,02;27,4;1,47
Pain, baguette, sans sel;Céréale;1230;0;19,5;0;129;35,8;0,521;0;0,124;0,752;6;8,39;58,9;0;2,84;26,9;1,31
Couscous, graine cuite;Céréale;717;123;31,5;113;134;14,6;0,418;0,776;0,157;0,611;1,8;3,79;35,7;34,6;1,4;57,9;0,77
Gnocchi aux pommes de terre;Céréale;756;402;18,8;39;184;5,1;1,4;0,7;0,14;0,5;60;5,01;34,3;29,3;1,5;55,5;2,05
Pâtes alimentaires au blé complet, crues;Céréale;1500;4,21;76,7;160;378;26,1;1,94;3,2;0,352;1,94;10;11,8;67,6;65,1;6,1;11;2,2
